Price,Open,High,Low,Close,Adj Close,Volume
2024-12-19,224.4199981689453,226.1999969482422,222.97999572753906,223.9199981689453,213.92236328125,4427200
2024-12-20,222.72999572753906,227.67999267578125,221.67999267578125,223.36000061035156,213.3873748779297,12423200
2024-12-23,222.80999755859375,223.74000549316406,221.0800018310547,221.92999267578125,212.02120971679688,2988100
2024-12-24,222.27000427246094,224.44000244140625,221.5399932861328,224.41000366210938,214.3905029296875,1186200
2024-12-26,223.30999755859375,225.39999389648438,222.5500030517578,224.88999938964844,214.8490753173828,3286500
2024-12-27,223.13999938964844,224.4199981689453,221.41000366210938,222.77999877929688,212.83326721191406,1810800
2024-12-30,220.5399932861328,221.58999633789062,217.64999389648438,220.25,210.41624450683594,2095600
2024-12-31,220.72000122070312,221.0500030517578,218.44000244140625,219.8300018310547,210.01499938964844,2270200
2025-01-02,221.82000732421875,222.49000549316406,217.60000610351562,219.94000244140625,210.1200714111328,2579500
2025-01-03,220.5500030517578,223.66000366210938,220.5500030517578,222.64999389648438,212.70909118652344,3872100
2025-01-06,223.0,224.35000610351562,220.75,222.6699981689453,212.72817993164062,2846700
2025-01-07,223.35000610351562,226.7100067138672,222.8300018310547,223.9600067138672,213.96060180664062,3299300
2025-01-08,223.91000366210938,224.89999389648438,220.8300018310547,223.17999267578125,213.21542358398438,2619800
2025-01-10,222.0,222.42999267578125,216.8000030517578,219.75,209.9385528564453,3570300
2025-01-13,217.88999938964844,219.58999633789062,214.75,217.39999389648438,207.69345092773438,3716800
2025-01-14,218.0,218.1300048828125,214.61000061035156,217.75,208.02783203125,3485500
2025-01-15,220.8699951171875,221.67999267578125,218.00999450683594,220.02999877929688,210.20603942871094,2951600
2025-01-16,219.69000244140625,222.67999267578125,217.3800048828125,222.66000366210938,212.71864318847656,3329100
2025-01-17,225.9600067138672,225.9600067138672,223.63999938964844,224.7899932861328,214.75352478027344,5506800
2025-01-21,224.99000549316406,227.4499969482422,222.8300018310547,224.25999450683594,214.2471923828125,3982200
2025-01-22,221.97999572753906,224.39999389648438,220.35000610351562,223.25999450683594,213.2918243408203,4759500
2025-01-23,223.94000244140625,226.0399932861328,223.14999389648438,226.0399932861328,215.94772338867188,3619700
2025-01-24,225.27000427246094,226.80999755859375,223.8000030517578,224.8000030517578,214.76309204101562,3232900
2025-01-27,222.19000244140625,224.3000030517578,219.83999633789062,224.1300048828125,214.12301635742188,4898400
2025-01-28,224.32000732421875,225.77000427246094,221.77000427246094,225.66000366210938,215.58468627929688,4485400
2025-01-29,225.6199951171875,229.47000122070312,223.72999572753906,228.6300048828125,218.42208862304688,7079800
2025-01-30,250.0,261.79998779296875,247.00999450683594,258.2699890136719,246.73867797851562,15381900
2025-01-31,256.04998779296875,257.239990234375,251.88999938964844,255.6999969482422,244.283447265625,7199800
2025-02-03,252.39999389648438,262.05999755859375,251.83999633789062,260.7300109863281,249.08889770507812,8408500
2025-02-04,260.0,265.25,258.1199951171875,264.4599914550781,252.65234375,6077700
2025-02-05,265.7099914550781,265.7200012207031,261.17999267578125,263.29998779296875,251.5441131591797,6165100
2025-02-06,262.9800109863281,263.3800048828125,252.72999572753906,253.44000244140625,242.12437438964844,6128300
2025-02-07,255.27999877929688,256.92999267578125,252.02000427246094,252.33999633789062,241.07347106933594,3370300
2025-02-10,250.86000061035156,251.9499969482422,246.8699951171875,249.27000427246094,239.72706604003906,3564400
2025-02-11,251.10000610351562,256.75,250.5800018310547,254.6999969482422,244.94920349121094,4801600
2025-02-12,252.72000122070312,256.3999938964844,252.02000427246094,255.80999755859375,246.0166778564453,3075300
2025-02-13,255.66000366210938,259.2799987792969,254.41000366210938,259.19000244140625,249.26731872558594,4531500
2025-02-14,259.0,261.94000244140625,257.9100036621094,261.2799987792969,251.2772979736328,3925300
2025-02-18,261.92999267578125,263.9599914550781,259.8299865722656,263.07000732421875,252.99879455566406,4262800
2025-02-19,262.0,264.3599853515625,260.0899963378906,264.32000732421875,254.200927734375,3718700
2025-02-20,263.6499938964844,265.0899963378906,262.1499938964844,264.739990234375,254.60484313964844,4884800
2025-02-21,263.8500061035156,264.8299865722656,261.1000061035156,261.4800109863281,251.46966552734375,5667900
2025-02-24,261.5,263.8500061035156,259.5799865722656,261.8699951171875,251.8446807861328,4398100
2025-02-25,261.0799865722656,263.4800109863281,256.7699890136719,257.75,247.8824462890625,6292200
2025-02-26,258.1000061035156,258.3299865722656,254.41000366210938,255.83999633789062,246.04556274414062,3460100
2025-02-27,255.22000122070312,257.6300048828125,253.0500030517578,253.22999572753906,243.53546142578125,3402200
2025-02-28,250.86000061035156,252.80999755859375,246.5399932861328,252.44000244140625,242.7757110595703,7988800
2025-03-03,254.74000549316406,255.99000549316406,248.25,250.19000244140625,240.6118621826172,2977700
2025-03-04,248.75,255.47999572753906,248.10000610351562,253.2100067138672,243.51625061035156,5342100
2025-03-05,251.5800018310547,252.74000549316406,247.00999450683594,251.35000610351562,241.72744750976562,4009800
2025-03-06,249.75,252.10000610351562,246.8000030517578,248.69000244140625,239.16929626464844,3254400
2025-03-07,245.9499969482422,261.9599914550781,245.17999267578125,261.5400085449219,251.52737426757812,6700200
2025-03-10,261.55999755859375,266.45001220703125,254.75,256.8999938964844,247.0649871826172,8165500
2025-03-11,255.99000549316406,256.70001220703125,245.86000061035156,248.9499969482422,239.4193115234375,5630600
2025-03-12,250.35000610351562,253.1300048828125,245.52999877929688,249.6300048828125,240.0732879638672,3848800
2025-03-13,248.8000030517578,249.27000427246094,243.0399932861328,245.8000030517578,236.38990783691406,3862400
2025-03-14,242.75,248.9499969482422,241.67999267578125,248.35000610351562,238.84231567382812,4045200
2025-03-17,249.25,254.6300048828125,249.0,252.97000122070312,243.2854461669922,3233900
2025-03-18,252.50999450683594,252.57000732421875,245.1199951171875,246.9499969482422,237.49588012695312,4171900
2025-03-19,248.3300018310547,253.66000366210938,246.63999938964844,252.2899932861328,242.63145446777344,3853600
2025-03-20,244.24000549316406,246.8000030517578,237.22000122070312,243.32000732421875,234.00486755371094,7026800
2025-03-21,241.69000244140625,245.2100067138672,238.5,243.8699951171875,234.53379821777344,9580100
2025-03-24,247.30999755859375,248.82000732421875,245.97000122070312,248.4499969482422,238.93846130371094,4753300
2025-03-25,248.36000061035156,250.89999389648438,248.1999969482422,249.89999389648438,240.33294677734375,3133800
2025-03-26,251.25,254.32000732421875,249.52999877929688,250.33999633789062,240.75613403320312,4450100
2025-03-27,249.7100067138672,250.3000030517578,245.72999572753906,246.2100067138672,236.7842254638672,2889300
2025-03-28,246.27000427246094,247.57000732421875,242.07000732421875,244.0,234.65884399414062,3125300
2025-03-31,242.74000549316406,250.88999938964844,242.49000549316406,248.66000366210938,239.1404571533203,6795000
2025-04-01,248.02999877929688,250.6199951171875,243.49000549316406,250.33999633789062,240.75613403320312,4412900
2025-04-02,248.22000122070312,252.7899932861328,247.22999572753906,249.97999572753906,240.40989685058594,4080800
2025-04-03,242.7100067138672,250.61000061035156,242.52999877929688,243.49000549316406,234.1683807373047,5309600
2025-04-04,238.0,240.16000366210938,226.8800048828125,227.47999572753906,218.7712860107422,7407100
2025-04-07,219.24000549316406,232.2899932861328,214.5,225.77999877929688,217.1363525390625,7797900
2025-04-08,232.55999755859375,233.0500030517578,217.27999877929688,221.02999877929688,212.56820678710938,6850000
2025-04-09,217.1199951171875,236.3000030517578,215.16000366210938,235.30999755859375,226.30152893066406,7302800
2025-04-10,231.0,232.57000732421875,222.02000427246094,229.5500030517578,220.7620391845703,5656100
2025-04-11,229.72000122070312,237.5800018310547,227.50999450683594,235.47999572753906,226.4650115966797,4325900
2025-04-14,239.77000427246094,241.77000427246094,236.72999572753906,239.05999755859375,229.907958984375,3321500
2025-04-15,239.5500030517578,241.52999877929688,238.27000427246094,240.6999969482422,231.48516845703125,3363700
2025-04-16,240.27999877929688,243.3000030517578,235.88999938964844,238.57000732421875,229.4367218017578,4869900
2025-04-17,239.67999267578125,241.77999877929688,237.39999389648438,238.80999755859375,229.66751098632812,4635200
2025-04-21,238.07000732421875,240.80999755859375,232.92999267578125,236.22000122070312,227.1766815185547,4908900
2025-04-22,238.5,242.63999938964844,238.02000427246094,240.89999389648438,231.67750549316406,4232700
2025-04-23,246.0,249.33999633789062,243.66000366210938,245.47999572753906,236.08216857910156,7948300
2025-04-24,231.17999267578125,232.77999877929688,224.44000244140625,229.3300018310547,220.55047607421875,15428100
2025-04-25,228.9499969482422,233.36000061035156,226.32000732421875,232.41000366210938,223.51254272460938,6700100
2025-04-28,232.86000061035156,236.6300048828125,232.07000732421875,236.16000366210938,227.11898803710938,3653500
2025-04-29,237.0,239.97999572753906,236.13999938964844,239.38999938964844,230.22532653808594,3426500
2025-04-30,236.72999572753906,242.47000122070312,234.33999633789062,241.82000732421875,232.5623016357422,5143000
2025-05-01,241.44000244140625,242.3699951171875,237.9499969482422,239.66000366210938,230.4849853515625,4243300
2025-05-02,243.1300048828125,245.69000244140625,241.3300018310547,245.5500030517578,236.14950561523438,3731900
2025-05-05,243.74000549316406,249.8000030517578,243.63999938964844,249.17999267578125,239.64053344726562,4137800
2025-05-06,247.75999450683594,250.19000244140625,246.11000061035156,249.1199951171875,239.5828094482422,2900600
2025-05-07,249.4499969482422,254.47000122070312,248.8300018310547,253.3699951171875,243.67010498046875,3399700
2025-05-08,255.0,256.5199890136719,253.25,254.13999938964844,244.41064453125,3637000
2025-05-09,252.50999450683594,253.0,247.63999938964844,249.1999969482422,241.25457763671875,2901300
2025-05-12,252.5,253.80999755859375,244.64999389648438,253.69000244140625,245.6014404296875,4609500
2025-05-13,254.42999267578125,259.5799865722656,252.8800048828125,258.5899963378906,250.34518432617188,3521400
2025-05-14,257.6000061035156,260.54998779296875,256.2200012207031,257.82000732421875,249.59974670410156,3634700
2025-05-15,259.010009765625,267.42999267578125,258.6099853515625,266.67999267578125,258.17724609375,4856300
2025-05-16,266.3500061035156,267.9800109863281,264.5899963378906,266.760009765625,258.25469970703125,3817900
2025-05-19,265.45001220703125,269.1400146484375,265.0799865722656,268.4100036621094,259.8520812988281,3198600
2025-05-20,267.3999938964844,269.2799987792969,265.6199951171875,266.95001220703125,258.4386901855469,2437900
2025-05-21,264.9700012207031,265.6499938964844,260.4100036621094,260.8699951171875,252.552490234375,3753900
2025-05-22,260.7699890136719,261.2699890136719,257.9100036621094,258.3699951171875,250.13218688964844,3091300
2025-05-23,258.5799865722656,259.8699951171875,255.7899932861328,258.6300048828125,250.38389587402344,2722600
2025-05-27,261.0,263.7900085449219,259.6300048828125,263.2300109863281,254.83726501464844,3284200
2025-05-28,263.1600036621094,265.0,259.94000244140625,260.239990234375,251.9425506591797,2318400
2025-05-29,260.75,261.1300048828125,256.7699890136719,258.69000244140625,250.44200134277344,2295000
2025-05-30,258.75,260.1199951171875,257.1000061035156,259.05999755859375,250.80020141601562,9668900
2025-06-02,257.8500061035156,263.9800109863281,257.2200012207031,263.8999938964844,255.48590087890625,2831900
2025-06-03,263.3500061035156,265.55999755859375,262.5799865722656,265.20001220703125,256.74444580078125,2494700
2025-06-04,264.8999938964844,267.0,264.7900085449219,265.5199890136719,257.0542297363281,2588600
2025-06-05,265.20001220703125,267.510009765625,265.1000061035156,266.8599853515625,258.35150146484375,2658400
2025-06-06,267.989990234375,270.1700134277344,267.5299987792969,268.8699951171875,260.2973937988281,2495200
2025-06-09,268.1000061035156,273.4700012207031,266.7099914550781,272.0799865722656,263.40509033203125,4331500
2025-06-10,273.19000244140625,277.4700012207031,272.55999755859375,276.239990234375,267.43243408203125,5163500
2025-06-11,276.70001220703125,281.75,275.1099853515625,281.5199890136719,272.5440979003906,4656000
2025-06-12,281.5299987792969,283.05999755859375,279.8299865722656,281.0299987792969,272.0697326660156,3418000
2025-06-13,278.2099914550781,279.8399963378906,275.8299865722656,277.2200012207031,268.3811950683594,3243800
2025-06-16,279.30999755859375,284.5,278.6700134277344,281.8299865722656,272.8442077636719,3685300
2025-06-17,281.1499938964844,284.7900085449219,281.0,283.04998779296875,274.0252990722656,3069600
2025-06-18,285.0,286.9100036621094,282.94000244140625,283.2099914550781,274.1802062988281,3534100
2025-06-20,279.2799987792969,284.1199951171875,277.20001220703125,280.9700012207031,272.0116271972656,7677000
2025-06-23,281.6499938964844,289.5799865722656,280.2099914550781,289.17999267578125,279.9598388671875,3786200
2025-06-24,290.4599914550781,294.3399963378906,288.4100036621094,293.7900085449219,284.4228820800781,4219100
2025-06-25,294.489990234375,296.1600036621094,289.5,291.05999755859375,281.7799377441406,3862300
2025-06-26,291.79998779296875,292.9100036621094,290.1700134277344,291.92999267578125,282.6221618652344,3621100
2025-06-27,292.9700012207031,293.1199951171875,288.5199890136719,289.70001220703125,280.4632873535156,3562500
2025-06-30,290.92999267578125,294.80999755859375,290.0,294.7799987792969,285.38134765625,3495400
2025-07-01,294.54998779296875,295.1099853515625,290.0799865722656,291.20001220703125,281.9154357910156,3272800
2025-07-02,290.0,290.19000244140625,286.8999938964844,287.6499938964844,278.4786071777344,3257500
2025-07-03,287.94000244140625,292.32000732421875,287.8999938964844,291.9700012207031,282.6609191894531,1853300
2025-07-07,292.5,295.2200012207031,290.3599853515625,292.4700012207031,283.14495849609375,4488100
2025-07-08,293.1000061035156,295.6099853515625,289.489990234375,290.4200134277344,281.1603088378906,2925300
2025-07-09,291.3900146484375,291.6000061035156,288.6300048828125,290.1400146484375,280.8892517089844,2971300
2025-07-10,288.8999938964844,288.8999938964844,282.2099914550781,287.42999267578125,278.2656555175781,3487800
2025-07-11,285.010009765625,287.42999267578125,282.9200134277344,283.5899963378906,274.5481262207031,3790700
2025-07-14,282.8299865722656,284.92999267578125,281.7099914550781,283.7900085449219,274.7417297363281,2857100
2025-07-15,283.7699890136719,284.1499938964844,280.7300109863281,282.70001220703125,273.68646240234375,2864100
2025-07-16,282.75,283.8699951171875,279.8699951171875,281.9200134277344,272.9313659667969,2804800
2025-07-17,281.5,283.4599914550781,280.8999938964844,282.0,273.0087890625,3337200
2025-07-18,283.3800048828125,287.1600036621094,282.2200012207031,285.8699951171875,276.7554016113281,4478200
2025-07-21,286.2900085449219,287.7300109863281,284.3800048828125,284.7099914550781,275.63238525390625,3051800
2025-07-22,284.739990234375,284.8800048828125,281.25,281.9599914550781,272.9700622558594,4824200
2025-07-23,284.29998779296875,288.0799865722656,281.44000244140625,282.010009765625,273.0185241699219,8105900
2025-07-24,261.25,262.04998779296875,252.75,260.510009765625,252.20401000976562,22647700
2025-07-25,260.0199890136719,260.79998779296875,256.3500061035156,259.7200012207031,251.43917846679688,7758700
2025-07-28,260.29998779296875,264.0,259.6099853515625,263.2099914550781,254.81790161132812,5192500
2025-07-29,264.29998779296875,265.79998779296875,261.0199890136719,262.4100036621094,254.04339599609375,4627300
2025-07-30,261.6000061035156,262.0,258.8999938964844,260.260009765625,251.96197509765625,3718300
2025-07-31,259.57000732421875,259.989990234375,252.22000122070312,253.14999389648438,245.07862854003906,6739100
2025-08-01,251.41000366210938,251.47999572753906,245.61000061035156,250.0500030517578,242.0774688720703,9683400
2025-08-04,251.0500030517578,252.0800018310547,248.11000061035156,251.97999572753906,243.94593811035156,5280600
2025-08-05,252.0,252.8000030517578,249.0,250.6699981689453,242.67770385742188,5823000
2025-08-06,251.52999877929688,254.32000732421875,249.27999877929688,252.27999877929688,244.2363739013672,3692100
2025-08-07,252.80999755859375,255.0,248.8800048828125,250.16000366210938,242.18397521972656,6251300
2025-08-08,248.8800048828125,249.47999572753906,241.64999389648438,242.27000427246094,236.13131713867188,6828400
2025-08-11,242.24000549316406,243.14999389648438,234.6999969482422,236.3000030517578,230.31259155273438,9382000
2025-08-12,236.52999877929688,237.9600067138672,233.36000061035156,234.77000427246094,228.82135009765625,8792800
2025-08-13,236.1999969482422,240.83999633789062,236.1999969482422,240.07000732421875,233.98707580566406,5663600
2025-08-14,238.25,239.0,235.6199951171875,237.11000061035156,231.10205078125,4556700
2025-08-15,237.61000061035156,240.6199951171875,236.77000427246094,239.72000122070312,233.64593505859375,4344300
2025-08-18,239.57000732421875,241.4199981689453,239.1199951171875,239.4499969482422,233.3827667236328,3569600
2025-08-19,240.0,242.8300018310547,239.49000549316406,241.27999877929688,235.16641235351562,3328300
2025-08-20,242.11000061035156,242.8800048828125,240.33999633789062,242.5500030517578,236.40423583984375,3240100
2025-08-21,242.2100067138672,242.5,238.64999389648438,239.39999389648438,233.3340301513672,2991900
2025-08-22,240.74000549316406,243.67999267578125,240.22000122070312,242.08999633789062,235.95587158203125,3134900
2025-08-25,242.57000732421875,242.57000732421875,239.42999267578125,239.42999267578125,233.36328125,3513300
2025-08-26,241.02000427246094,244.97999572753906,240.3800048828125,242.6300048828125,236.48220825195312,5386600
2025-08-27,242.8699951171875,245.9600067138672,242.0,244.83999633789062,238.6361846923828,3698400
2025-08-28,245.42999267578125,245.8800048828125,243.36000061035156,245.72999572753906,239.503662109375,2820800
2025-08-29,245.22999572753906,245.4600067138672,241.72000122070312,243.49000549316406,237.3204345703125,2967600
2025-09-02,240.89999389648438,241.5500030517578,238.25,241.5,235.38082885742188,3469500
2025-09-03,240.02000427246094,244.25,239.41000366210938,244.10000610351562,237.91494750976562,3163200
2025-09-04,245.4199981689453,249.27999877929688,242.85000610351562,247.17999267578125,240.9169158935547,4765100
2025-09-05,248.22999572753906,249.02999877929688,245.4499969482422,248.52999877929688,242.23269653320312,3147500
2025-09-08,248.6300048828125,257.1499938964844,247.02000427246094,256.0899963378906,249.60113525390625,6940300
2025-09-09,256.1199951171875,260.6600036621094,254.8800048828125,259.1099853515625,252.54461669921875,4931100
2025-09-10,259.6499938964844,260.0799865722656,254.55999755859375,256.8800048828125,250.3711395263672,5185400
2025-09-11,257.55999755859375,258.54998779296875,255.66000366210938,257.010009765625,250.4978485107422,3576000
2025-09-12,256.95001220703125,257.25,252.42999267578125,253.44000244140625,247.01829528808594,3433300
2025-09-15,254.02000427246094,259.04998779296875,254.0,256.239990234375,249.74734497070312,4028400
2025-09-16,256.260009765625,258.0,254.41000366210938,257.5199890136719,250.9949188232422,2719900
2025-09-17,257.5,260.9599914550781,257.010009765625,259.0799865722656,252.515380859375,3974800
2025-09-18,258.8599853515625,265.2300109863281,256.79998779296875,265.0,258.285400390625,4988400
2025-09-19,266.04998779296875,267.8699951171875,263.6400146484375,266.3999938964844,259.64990234375,9858100
2025-09-22,266.6199951171875,272.30999755859375,266.0,271.3699951171875,264.49395751953125,5030500
2025-09-23,272.70001220703125,273.29998779296875,269.2699890136719,272.239990234375,265.3419189453125,5394100
2025-09-24,272.6199951171875,273.6499938964844,267.29998779296875,267.5299987792969,260.7512512207031,3159900
2025-09-25,272.94000244140625,284.2300109863281,271.1499938964844,281.44000244140625,274.308837890625,11506200
2025-09-26,280.510009765625,288.8500061035156,280.1099853515625,284.30999755859375,277.1061096191406,9063900
2025-09-29,286.0,286.0,279.6600036621094,279.79998779296875,272.7103576660156,6022100
2025-09-30,280.8800048828125,286.0199890136719,280.5199890136719,282.1600036621094,275.0106201171875,5926900
2025-10-01,280.20001220703125,286.5899963378906,280.1499938964844,286.489990234375,279.2308654785156,4381300
2025-10-02,285.7900085449219,288.5400085449219,282.7900085449219,286.7200012207031,279.45501708984375,3814200
2025-10-03,287.5,293.32000732421875,287.29998779296875,288.3699951171875,281.0632019042969,4375100
2025-10-06,288.6099853515625,291.45001220703125,287.79998779296875,289.4200134277344,282.086669921875,2881900
2025-10-07,295.54998779296875,301.0400085449219,293.2900085449219,293.8699951171875,286.4239196777344,7190100
2025-10-08,294.1600036621094,294.20001220703125,286.4700012207031,289.4599914550781,282.1255798339844,5297000
2025-10-09,289.82000732421875,290.1300048828125,283.32000732421875,288.2300109863281,280.9267883300781,4912400
2025-10-10,288.9700012207031,290.3900146484375,277.5,277.82000732421875,270.7805480957031,4508500
2025-10-13,279.7900085449219,282.44000244140625,274.6400146484375,277.2200012207031,270.19573974609375,4333800
2025-10-14,275.5199890136719,277.5299987792969,272.54998779296875,276.1499938964844,269.1528625488281,3058100
2025-10-15,278.3800048828125,285.45001220703125,277.0,280.75,273.6363220214844,3346800
2025-10-16,281.1099853515625,282.55999755859375,275.6000061035156,275.9700012207031,268.9774169921875,2956900
2025-10-17,276.1499938964844,283.3999938964844,275.3500061035156,281.2799987792969,274.15289306640625,5309600
2025-10-20,281.25,285.5,280.9599914550781,283.6499938964844,276.46282958984375,3494300
2025-10-21,283.30999755859375,285.30999755859375,281.6000061035156,282.04998779296875,274.9033508300781,4081000
2025-10-22,281.989990234375,289.1700134277344,281.3500061035156,287.510009765625,280.22503662109375,10538500
2025-10-23,264.95001220703125,285.5799865722656,263.55999755859375,285.0,277.7786560058594,16676400
2025-10-24,283.7699890136719,310.75,282.2099914550781,307.4599914550781,299.6695251464844,16914200
2025-10-27,307.79998779296875,313.5,302.8800048828125,313.0899963378906,305.1568908691406,9868200
2025-10-28,312.6000061035156,319.3500061035156,311.4100036621094,312.57000732421875,304.6500549316406,6044800
2025-10-29,312.7900085449219,314.3299865722656,307.5199890136719,308.2099914550781,300.4005126953125,4135900
2025-10-30,306.6499938964844,313.75,305.0199890136719,310.05999755859375,302.20367431640625,4694300
2025-10-31,312.0,313.5,301.6300048828125,307.4100036621094,299.6208190917969,7697500
2025-11-03,308.0,312.1400146484375,304.2300109863281,304.7300109863281,297.0086975097656,4958000
2025-11-04,300.0,303.1700134277344,296.0,300.8500061035156,293.2270202636719,5677300
2025-11-05,301.3800048828125,307.20001220703125,299.7099914550781,306.7699890136719,298.99700927734375,4650400
2025-11-06,306.75,315.44000244140625,301.0899963378906,312.4200134277344,304.50384521484375,6818500
2025-11-07,309.67999267578125,310.0,302.6300048828125,306.3800048828125,298.6169128417969,5070800
2025-11-10,306.82000732421875,309.94000244140625,304.2300109863281,309.1300048828125,302.9584655761719,2975200
2025-11-11,309.0,317.9100036621094,308.42999267578125,313.7200012207031,307.4568176269531,4381900
2025-11-12,319.8900146484375,324.8999938964844,314.5299987792969,314.9800109863281,308.6916809082031,6042700
2025-11-13,312.2900085449219,314.6000061035156,303.67999267578125,304.8599853515625,298.773681640625,5310200
2025-11-14,300.0,307.7200012207031,297.5899963378906,305.69000244140625,299.5871276855469,3592500
2025-11-17,305.5899963378906,306.0,296.510009765625,297.1700134277344,291.23724365234375,3909700
2025-11-18,297.0,297.0,289.9200134277344,289.95001220703125,284.161376953125,4861900
2025-11-19,290.5,291.1099853515625,288.07000732421875,288.5299987792969,282.76971435546875,3595900
2025-11-20,294.6400146484375,300.7099914550781,290.1600036621094,290.3999938964844,284.60235595703125,5597000
2025-11-21,293.4800109863281,300.4800109863281,291.8900146484375,297.44000244140625,291.5018310546875,5710900
2025-11-24,299.17999267578125,307.17999267578125,297.510009765625,304.1199951171875,298.0484619140625,6050600
2025-11-25,304.1300048828125,306.0,297.05999755859375,304.4800109863281,298.4012756347656,2825300
2025-11-26,305.17999267578125,306.6000061035156,301.6400146484375,303.2099914550781,297.1566467285156,2196400
2025-11-28,304.05999755859375,309.17999267578125,303.6000061035156,308.5799865722656,302.41943359375,1689000
2025-12-01,306.510009765625,307.1199951171875,302.79998779296875,305.6700134277344,299.56756591796875,3166600
2025-12-02,307.0,310.4700012207031,301.57000732421875,301.7799987792969,295.75518798828125,4261100
2025-12-03,302.8800048828125,303.9700012207031,298.9100036621094,302.6199951171875,296.57843017578125,3953400
2025-12-04,302.8800048828125,309.6099853515625,302.5400085449219,307.989990234375,301.8411865234375,2962500
2025-12-05,308.5899963378906,311.8299865722656,307.17999267578125,307.94000244140625,301.7922058105469,2344700
2025-12-08,309.6199951171875,315.3500061035156,307.95001220703125,309.17999267578125,303.0074157714844,3630200
2025-12-09,309.6300048828125,313.9700012207031,308.75,310.4800109863281,304.2815246582031,2935300
2025-12-10,310.2300109863281,314.69000244140625,306.6499938964844,312.6700134277344,306.42779541015625,3411500
2025-12-11,312.0,313.44000244140625,308.3999938964844,310.739990234375,304.5362854003906,2755700
2025-12-12,310.57000732421875,311.04998779296875,303.3299865722656,309.239990234375,303.06622314453125,2953400
2025-12-15,308.989990234375,311.3599853515625,306.3500061035156,308.6600036621094,302.4978332519531,3566700
2025-12-16,307.32000732421875,307.3800048828125,300.4200134277344,303.17999267578125,297.1272277832031,3366900
2025-12-17,303.7900085449219,306.25,303.0799865722656,303.32000732421875,297.2644348144531,3131000
2025-12-18,303.1499938964844,304.45001220703125,295.70001220703125,300.45001220703125,294.4517517089844,5411700
2025-12-19,300.3500061035156,306.8599853515625,299.1000061035156,300.9800109863281,294.9711608886719,11031000
2025-12-22,301.0299987792969,303.17999267578125,298.32000732421875,302.7900085449219,296.7450256347656,2612100
2025-12-23,301.3399963378906,305.1300048828125,300.6499938964844,303.7799987792969,297.7152404785156,2923000
2025-12-24,303.760009765625,305.1499938964844,302.29998779296875,304.55999755859375,298.4797058105469,1210600
2025-12-26,304.69000244140625,305.75,303.6700134277344,305.0899963378906,298.9991149902344,2814700
2025-12-29,304.6499938964844,310.0,303.75,305.739990234375,299.6361083984375,4664500
2025-12-30,306.1499938964844,306.239990234375,302.0,302.04998779296875,296.0198059082031,1883700
2025-12-31,301.760009765625,301.8500061035156,295.8699951171875,296.2099914550781,290.2964172363281,3430100
2026-01-02,297.55999755859375,297.57000732421875,289.0,291.5,285.680419921875,4662800
2026-01-05,295.7699890136719,299.19000244140625,294.25,294.9700012207031,289.0811462402344,4190000
2026-01-06,295.0,303.0400085449219,294.4200134277344,302.4700012207031,296.4314270019531,4147300
2026-01-07,302.5,304.30999755859375,296.3500061035156,296.7300109863281,290.8060302734375,2833300
2026-01-08,295.0,303.6700134277344,295.0,302.7200012207031,296.6764221191406,3343300
2026-01-09,302.6099853515625,307.0,302.0,304.2200012207031,298.1464538574219,2718800
2026-01-12,302.6199951171875,312.3299865722656,299.9599914550781,312.17999267578125,305.9475402832031,3895200
2026-01-13,311.6000061035156,312.80999755859375,301.8699951171875,303.1600036621094,297.1076354980469,4507800
2026-01-14,303.5,309.19000244140625,301.5,309.0299987792969,302.8604431152344,3779000
2026-01-15,309.0,311.8800048828125,297.0400085449219,297.95001220703125,292.00164794921875,4932500
2026-01-16,301.0,307.45001220703125,300.7799987792969,305.6700134277344,299.56756591796875,6199600
2026-01-20,301.3500061035156,301.6000061035156,290.1600036621094,291.3500061035156,285.5334167480469,7275500
2026-01-21,292.760009765625,297.6700134277344,292.510009765625,297.5400085449219,291.5998229980469,5185000
2026-01-22,299.4200134277344,300.92999267578125,293.5299987792969,294.6700134277344,288.78717041015625,3670200
2026-01-23,294.07000732421875,294.3399963378906,289.7900085449219,292.44000244140625,286.6016540527344,3298400
2026-01-26,293.1600036621094,296.82000732421875,293.1400146484375,296.3299865722656,290.41400146484375,3726900
2026-01-27,297.1600036621094,297.3299865722656,293.2699890136719,293.8599853515625,287.9932861328125,2954900
2026-01-28,294.1700134277344,295.95001220703125,291.260009765625,294.1600036621094,288.2873229980469,5790300
2026-01-29,317.8599853515625,319.8999938964844,303.4700012207031,309.239990234375,303.06622314453125,10124900
2026-01-30,307.6000061035156,307.7799987792969,299.7300109863281,306.70001220703125,300.57696533203125,5940700
2026-02-02,307.510009765625,316.6400146484375,306.4100036621094,314.7300109863281,308.4466552734375,4581200
2026-02-03,312.3999938964844,312.9800109863281,283.8500061035156,294.30999755859375,288.434326171875,11466500
2026-02-04,291.4100036621094,291.4100036621094,278.9599914550781,289.04998779296875,283.2793273925781,8708000
2026-02-05,286.1000061035156,291.80999755859375,285.1000061035156,289.8900146484375,284.1025695800781,5532800
2026-02-06,292.5,299.8900146484375,290.6600036621094,298.92999267578125,292.96209716796875,3744300
2026-02-09,295.9100036621094,297.7200012207031,291.4200134277344,296.3399963378906,290.4237976074219,4627800
